id,lastpage,study,vig1rep1,vig1rep2,vig1eve11,vig1eve12,vig1eve21,vig1eve22,vig1def1,vig1def2,vig1cha1,vig1cha2,vig1cha3,vig1com1,vig1com2,vig1com3,vig1qua1,vig1qua2,vig1qua3,vig2rep1,vig2rep2,vig2rep3,vig2rep4,vig2eve1,vig2eve2,vig2eve3,vig2eve4,vig2def1,vig2def2,vig2def3,vig2def4,vig2cha1,vig2cha2,vig2cha3,vig2cha4,vig2com1,vig2com2,vig2com3,vig2com4,vig2qua1,veg2qua2,vig2qua3,vig3rep1,vig3rep2,vig3eve1,vig3eve2,vig3def11,vig3def12,vig3def21,vig3def22,vig3cha1,vig3cha2,vig3cha3,vig3com11,vig3com12,vig3com13,vig3com21,vig3com22,vig3com23,vig3qua1,vig3qua2,vig3qua3,age,pol,gen,edu
937,37,5,,,,,,,,,1,7,7,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,5,3,6
938,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,N,Y,,54,6,3,6
939,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,N,Y,Y,62,5,3,14
940,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,6,,,,N,N,,,,,
941,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,N,N,,,,,
942,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,N,Y,,62,5,3,5
943,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,N,Y,Y,27,3,1,11
944,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
945,37,1,7,1,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,1,3,7
946,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,Y,,,,,,
947,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,N,Y,Y,44,4,3,14
948,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,7,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
949,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,N,Y,,26,4,1,11
950,10,2,,,4,4,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,37,8,,,,,,,,,,,,,,,,,,,,,,4,1,1,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,72,2,3,3
953,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,N,N,,,,,
954,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,Y,,,,,,
955,10,3,,,,,7,6,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,37,8,,,,,,,,,,,,,,,,,,,,,,5,2,2,5,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,28,5,1,11
957,10,3,,,,,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,37,7,,,,,,,,,,,,,,,,,,7,5,5,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,33,7,1,12
959,37,1,7,1,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,6,3,6
960,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,N,Y,,45,7,3,14
961,37,4,,,,,,,7,5,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,1,12
962,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,N,Y,,64,8,3,5
964,37,5,,,,,,,,,7,7,7,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,7,1,7
965,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,N,Y,,60,6,3,6
966,10,2,,,7,1,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,Y,,,,,,
969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,N,N,,,,,
971,37,2,,,7,7,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3,1,6
972,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,N,Y,,41,5,3,8
973,11,6,,,,,,,,,,,,1,1,4,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,N,Y,,66,5,1,8
975,10,4,,,,,,,7,7,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,N,Y,,61,5,1,5
978,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,N,Y,Y,50,4,3,6
979,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,,,,N,Y,Y,46,4,3,7
980,10,3,,,,,6,6,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,N,Y,Y,41,4,3,6
982,37,3,,,,,5,7,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5,3,3
983,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,N,Y,Y,36,4,1,7
984,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
985,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,N,Y,,60,5,3,7
986,10,3,,,,,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,N,Y,Y,72,5,3,14
988,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,N,Y,,36,1,3,5
989,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
991,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,61,5,1,8
992,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,18,7,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
994,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,,,,N,N,,,,,
995,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,10,6,,,,,,,,,,,,7,7,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,Y,,,,,,
1000,18,8,,,,,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,10,3,,,,,3,6,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,N,Y,,44,5,1,5
1004,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,N,Y,,46,6,3,9
1005,37,8,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,48,2,3,7
1006,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,20,2,1,6
1007,30,7,,,,,,,,,,,,,,,,,,7,4,4,4,,,,,,,,,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1008,37,7,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,31,4,1,3
1009,10,3,,,,,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,N,Y,,73,3,1,6
1011,37,7,,,,,,,,,,,,,,,,,,7,1,2,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,40,5,1,7
1012,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1014,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,N,Y,,66,5,3,7
1015,37,5,,,,,,,,,3,3,3,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,1,8
1016,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,Y,,,,,,
1017,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,N,Y,,67,5,1,7
1019,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,N,Y,,35,6,3,6
1020,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
1021,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,N,Y,Y,38,6,3,15
1023,37,1,7,1,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,6,1,7
1024,37,5,,,,,,,,,7,1,1,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8,1,11
1025,37,1,7,4,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8,1,7
1026,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,N,Y,Y,61,5,3,10
1027,37,7,,,,,,,,,,,,,,,,,,7,3,3,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,49,6,1,11
1028,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,N,Y,,47,3,3,6
1029,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,N,Y,Y,59,5,3,15
1030,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,N,Y,,62,8,1,5
1031,37,4,,,,,,,7,7,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,1,11
1032,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,Y,,,,,,
1033,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,N,Y,,21,6,1,2
1034,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,N,N,,,,,
1035,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,N,Y,Y,68,4,3,7
1036,11,6,,,,,,,,,,,,7,1,7,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,37,1,3,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6,1,12
1038,30,1,4,4,,,,,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,Y,,,,,,
1042,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,N,Y,,69,3,1,4
1043,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,N,N,,,,,
1045,37,2,,,7,4,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,6,3,6
1046,10,1,7,1,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,28,5,1,5
1048,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,47,6,1,8
1049,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,Y,,,,,,
1050,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,N,Y,Y,52,3,3,5
1051,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,N,N,,,,,
1053,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,37,6,,,,,,,,,,,,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,7,3,8
1056,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,Y,,,,,,
1057,37,1,7,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,1,5
1058,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,N,Y,N,,,,
1059,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,,,,N,Y,N,,,,
1060,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,N,Y,Y,55,5,3,14
1061,37,3,,,,,7,1,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,6,3,14
1062,30,4,,,,,,,4,4,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1064,18,8,,,,,,,,,,,,,,,,,,,,,,7,1,5,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,37,5,,,,,,,,,7,7,7,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,6,3,10
1066,37,4,,,,,,,7,7,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5,3,7
1067,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,18,8,,,,,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,10,3,,,,,5,4,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,N,Y,Y,27,4,1,11
1072,37,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,N,Y,Y,60,5,3,14
1073,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,64,5,1,7
1074,18,8,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,N,Y,Y,59,5,3,3
1076,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,N,Y,,66,5,3,3
1077,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,N,Y,,42,1,1,5
1081,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,6,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,37,5,,,,,,,,,1,7,7,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,3,11
1083,37,7,,,,,,,,,,,,,,,,,,7,3,6,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,29,4,1,7
1084,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,N,Y,,26,5,1,5
1085,37,7,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,41,5,3,7
1086,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,N,Y,,28,5,1,5
1087,37,6,,,,,,,,,,,,1,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5,1,10
1088,37,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,N,Y,,59,5,1,5
1089,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,18,8,,,,,,,,,,,,,,,,,,,,,,7,5,6,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,N,Y,,35,1,1,13
1094,37,1,7,2,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,1,5
1095,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,37,1,7,2,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,1,5
1098,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,N,Y,,52,5,3,7
1099,37,4,,,,,,,7,7,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4,1,5
1100,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,Y,,,,,,
1103,11,4,,,,,,,7,7,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,N,Y,,39,8,1,9
1112,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,Y,,,,,,
